Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;464;-;-;464;-;-
Ungültige Stimmen;7;1,5 %;-;2;0,4 %;-
Gültige Stimmen;457;98,5 %;-;462;99,6 %;-
SPD;124;27,1 %;-;116;25,1 %;-
AfD;108;23,6 %;-;92;19,9 %;-
CDU;104;22,8 %;-;89;19,3 %;-
GRÜNE/B 90;19;4,2 %;-;22;4,8 %;-
DIE LINKE;37;8,1 %;-;16;3,5 %;-
BVB / FREIE WÄHLER;42;9,2 %;-;15;3,2 %;-
FDP;17;3,7 %;-;7;1,5 %;-
Tierschutzpartei;-;-;-;8;1,7 %;-
Plus;-;-;-;9;1,9 %;-
BSW;-;-;-;84;18,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;2;0,4 %;-
dieBasis;6;1,3 %;-;-;-;-
