Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;496;-;-;496;-;-
Wählende;268;54,0 %;+33;268;54,0 %;+33
Ungültige Stimmen;7;2,6 %;+17;5;1,9 %;+10
Gültige Stimmen;261;97,4 %;-17;263;98,1 %;-10
SPD;99;37,9 %;+105;91;34,6 %;+84
AfD;77;29,5 %;+131;72;27,4 %;+102
CDU;22;8,4 %;-77;24;9,1 %;-62
GRÜNE/B 90;6;2,3 %;-151;19;7,2 %;-101
DIE LINKE;8;3,1 %;-44;11;4,2 %;-27
BVB / FREIE WÄHLER;41;15,7 %;+84;7;2,7 %;-27
FDP;2;0,8 %;-71;0;0,0 %;-75
Tierschutzpartei;-;-;-;6;2,3 %;-02
Plus;6;2,3 %;+23;4;1,5 %;+00
BSW;-;-;-;26;9,9 %;+99
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,8 %;+08
WU;-;-;-;1;0,4 %;+04
