Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;992;-;-;992;-;-
Ungültige Stimmen;10;1,0 %;+03;2;0,2 %;-03
Gültige Stimmen;982;99,0 %;-03;990;99,8 %;+03
SPD;247;25,2 %;-95;318;32,1 %;+37
AfD;145;14,8 %;-08;133;13,4 %;-31
CDU;218;22,2 %;+32;171;17,3 %;-15
GRÜNE/B 90;42;4,3 %;-62;41;4,1 %;-97
DIE LINKE;123;12,5 %;+15;36;3,6 %;-68
BVB / FREIE WÄHLER;190;19,3 %;+133;63;6,4 %;+22
FDP;17;1,7 %;-14;8;0,8 %;-26
Tierschutzpartei;-;-;-;21;2,1 %;-01
Plus;-;-;-;16;1,6 %;-06
BSW;-;-;-;173;17,5 %;+175
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;4;0,4 %;+04
WU;-;-;-;6;0,6 %;+06
