Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.283;-;-;1.283;-;-
Wählende;524;40,8 %;-;524.0;40,8 %;-
Ungültige Stimmen;15;2,9 %;-;12.0;2,3 %;-
Gültige Stimmen;509;97,1 %;-;512.0;97,7 %;-
SPD;208;40,9 %;-;151.0;29,5 %;-
AfD;161;31,6 %;-;148.0;28,9 %;-
CDU;65;12,8 %;-;53.0;10,4 %;-
GRÜNE/B 90;8;1,6 %;-;26.0;5,1 %;-
DIE LINKE;17;3,3 %;-;21.0;4,1 %;-
BVB / FREIE WÄHLER;38;7,5 %;-;16.0;3,1 %;-
FDP;5;1,0 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;14.0;2,7 %;-
Plus;7;1,4 %;-;9.0;1,8 %;-
BSW;-;-;-;72.0;14,1 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
