Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;218;-;-;218;-;-
Wählende;127;58,3 %;-;127;58,3 %;-
Ungültige Stimmen;4;3,1 %;-;3;2,4 %;-
Gültige Stimmen;123;96,9 %;-;124;97,6 %;-
SPD;36;29,3 %;-;34;27,4 %;-
AfD;64;52,0 %;-;59;47,6 %;-
CDU;11;8,9 %;-;7;5,6 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;7;5,7 %;-;7;5,6 %;-
BVB / FREIE WÄHLER;3;2,4 %;-;1;0,8 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,8 %;-
Plus;-;-;-;1;0,8 %;-
BSW;-;-;-;13;10,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;1,6 %;-;1;0,8 %;-
WU;-;-;-;0;0,0 %;-
