Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.378;-;-;1.378;-;-
Wählende;528;38,3 %;-;528.0;38,3 %;-
Ungültige Stimmen;4;0,8 %;-;4.0;0,8 %;-
Gültige Stimmen;524;99,2 %;-;524.0;99,2 %;-
SPD;181;34,5 %;-;139.0;26,5 %;-
AfD;239;45,6 %;-;243.0;46,4 %;-
CDU;66;12,6 %;-;43.0;8,2 %;-
GRÜNE/B 90;6;1,1 %;-;7.0;1,3 %;-
DIE LINKE;8;1,5 %;-;5.0;1,0 %;-
BVB / FREIE WÄHLER;17;3,2 %;-;9.0;1,7 %;-
FDP;4;0,8 %;-;6.0;1,1 %;-
Tierschutzpartei;-;-;-;16.0;3,1 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;49.0;9,4 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;3;0,6 %;-;2.0;0,4 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;3.0;0,6 %;-
