Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;288;-;-;288;-;-
Wählende;197;68,4 %;-;197;68,4 %;-
Ungültige Stimmen;5;2,5 %;-;2;1,0 %;-
Gültige Stimmen;192;97,5 %;-;195;99,0 %;-
SPD;46;24,0 %;-;48;24,6 %;-
AfD;82;42,7 %;-;82;42,1 %;-
CDU;46;24,0 %;-;21;10,8 %;-
GRÜNE/B 90;2;1,0 %;-;2;1,0 %;-
DIE LINKE;9;4,7 %;-;2;1,0 %;-
BVB / FREIE WÄHLER;7;3,6 %;-;4;2,1 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;2,1 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;31;15,9 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,5 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
