Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;818;-;-;818;-;-
Wählende;409;50,0 %;-;409;50,0 %;-
Ungültige Stimmen;9;2,2 %;-;4;1,0 %;-
Gültige Stimmen;400;97,8 %;-;405;99,0 %;-
SPD;175;43,8 %;-;158;39,0 %;-
AfD;107;26,8 %;-;98;24,2 %;-
CDU;69;17,2 %;-;52;12,8 %;-
GRÜNE/B 90;6;1,5 %;-;20;4,9 %;-
DIE LINKE;17;4,2 %;-;9;2,2 %;-
BVB / FREIE WÄHLER;24;6,0 %;-;13;3,2 %;-
FDP;2;0,5 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;2;0,5 %;-
Plus;-;-;-;4;1,0 %;-
BSW;-;-;-;46;11,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,5 %;-
