Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;138;-;-;138;-;-
Wählende;93;67,4 %;+194;93;67,4 %;+194
Ungültige Stimmen;1;1,1 %;-03;0;0,0 %;-15
Gültige Stimmen;92;98,9 %;+03;93;100,0 %;+15
SPD;31;33,7 %;-79;29;31,2 %;-18
AfD;31;33,7 %;+150;33;35,5 %;+153
CDU;17;18,5 %;+57;9;9,7 %;-35
GRÜNE/B 90;1;1,1 %;-89;0;0,0 %;-117
DIE LINKE;7;7,6 %;-12;4;4,3 %;-59
BVB / FREIE WÄHLER;5;5,4 %;+05;3;3,2 %;-09
FDP;0;0,0 %;-32;0;0,0 %;-41
Tierschutzpartei;-;-;-;1;1,1 %;-11
Plus;-;-;-;0;0,0 %;-09
BSW;-;-;-;14;15,1 %;+151
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
