Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;13.939;-;-;13.939;-;-
Wählende;8.475;60,8 %;+54;8.475;60,8 %;+54
Ungültige Stimmen;85;1,0 %;-13;61;0,7 %;-15
Gültige Stimmen;8.390;99,0 %;+13;8.414;99,3 %;+15
SPD;2.713;32,3 %;+76;2.453;29,2 %;+63
AfD;2.503;29,8 %;+81;2.275;27,0 %;+48
CDU;2.020;24,1 %;+07;1.673;19,9 %;-14
GRÜNE/B 90;241;2,9 %;-96;273;3,2 %;-85
DIE LINKE;238;2,8 %;-33;146;1,7 %;-43
BVB / FREIE WÄHLER;460;5,5 %;-23;202;2,4 %;-41
FDP;128;1,5 %;-19;129;1,5 %;-28
Tierschutzpartei;-;-;-;256;3,0 %;+00
Plus;-;-;-;59;0,7 %;-09
BSW;-;-;-;880;10,5 %;+105
III. Weg;-;-;-;2;0,0 %;+00
DKP;27;0,3 %;-00;9;0,1 %;+01
DLW;-;-;-;34;0,4 %;+04
WU;-;-;-;23;0,3 %;+03
EB Schamberger;60;0,7 %;+07;-;-;-
