Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;271;-;-;271;-;-
Wählende;169;62,4 %;-;169;62,4 %;-
Ungültige Stimmen;4;2,4 %;-;3;1,8 %;-
Gültige Stimmen;165;97,6 %;-;166;98,2 %;-
SPD;40;24,2 %;-;27;16,3 %;-
AfD;88;53,3 %;-;88;53,0 %;-
CDU;14;8,5 %;-;11;6,6 %;-
GRÜNE/B 90;5;3,0 %;-;6;3,6 %;-
DIE LINKE;5;3,0 %;-;3;1,8 %;-
BVB / FREIE WÄHLER;11;6,7 %;-;4;2,4 %;-
FDP;2;1,2 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,6 %;-
Plus;-;-;-;1;0,6 %;-
BSW;-;-;-;23;13,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,2 %;-
WU;-;-;-;0;0,0 %;-
