Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;691;-;-;691;-;-
Wählende;418;60,5 %;+29;418;60,5 %;+29
Ungültige Stimmen;5;1,2 %;-00;1;0,2 %;-07
Gültige Stimmen;413;98,8 %;+00;417;99,8 %;+07
SPD;144;34,9 %;+33;131;31,4 %;-13
AfD;156;37,8 %;+134;150;36,0 %;+112
CDU;57;13,8 %;-37;40;9,6 %;-71
GRÜNE/B 90;1;0,2 %;-64;2;0,5 %;-49
DIE LINKE;-;-;-84;7;1,7 %;-81
BVB / FREIE WÄHLER;46;11,1 %;+37;11;2,6 %;-08
FDP;9;2,2 %;-20;4;1,0 %;-20
Tierschutzpartei;-;-;-;9;2,2 %;-13
Plus;-;-;-;4;1,0 %;+05
BSW;-;-;-;59;14,1 %;+141
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
