Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;734;-;-;734;-;-
Wählende;302;41,1 %;-;302;41,1 %;-
Ungültige Stimmen;16;5,3 %;-;7;2,3 %;-
Gültige Stimmen;286;94,7 %;-;295;97,7 %;-
SPD;128;44,8 %;-;112;38,0 %;-
AfD;92;32,2 %;-;83;28,1 %;-
CDU;30;10,5 %;-;21;7,1 %;-
GRÜNE/B 90;4;1,4 %;-;3;1,0 %;-
DIE LINKE;13;4,5 %;-;9;3,1 %;-
BVB / FREIE WÄHLER;18;6,3 %;-;6;2,0 %;-
FDP;1;0,3 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;10;3,4 %;-
Plus;-;-;-;3;1,0 %;-
BSW;-;-;-;42;14,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,0 %;-
WU;-;-;-;2;0,7 %;-
