Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;803;-;-;803;-;-
Ungültige Stimmen;10;1,2 %;-;6;0,7 %;-
Gültige Stimmen;793;98,8 %;-;797;99,3 %;-
SPD;328;41,4 %;-;308;38,6 %;-
AfD;172;21,7 %;-;149;18,7 %;-
CDU;104;13,1 %;-;76;9,5 %;-
GRÜNE/B 90;29;3,7 %;-;23;2,9 %;-
DIE LINKE;52;6,6 %;-;16;2,0 %;-
BVB / FREIE WÄHLER;94;11,9 %;-;31;3,9 %;-
FDP;14;1,8 %;-;4;0,5 %;-
Tierschutzpartei;-;-;-;23;2,9 %;-
Plus;-;-;-;14;1,8 %;-
BSW;-;-;-;146;18,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;2;0,3 %;-
