Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;763;-;-;763;-;-
Wählende;453;59,4 %;-;453;59,4 %;-
Ungültige Stimmen;5;1,1 %;-;6;1,3 %;-
Gültige Stimmen;448;98,9 %;-;447;98,7 %;-
SPD;133;29,7 %;-;132;29,5 %;-
AfD;197;44,0 %;-;181;40,5 %;-
CDU;80;17,9 %;-;47;10,5 %;-
GRÜNE/B 90;1;0,2 %;-;3;0,7 %;-
DIE LINKE;14;3,1 %;-;8;1,8 %;-
BVB / FREIE WÄHLER;13;2,9 %;-;5;1,1 %;-
FDP;2;0,4 %;-;3;0,7 %;-
Tierschutzpartei;8;1,8 %;-;5;1,1 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;54;12,1 %;-
III. Weg;-;-;-;3;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;3;0,7 %;-
