Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;770;-;-;770;-;-
Ungültige Stimmen;3;0,4 %;-;2;0,3 %;-
Gültige Stimmen;767;99,6 %;-;768;99,7 %;-
SPD;182;23,7 %;-;228;29,7 %;-
AfD;120;15,6 %;-;117;15,2 %;-
CDU;120;15,6 %;-;102;13,3 %;-
GRÜNE/B 90;25;3,3 %;-;23;3,0 %;-
DIE LINKE;113;14,7 %;-;47;6,1 %;-
BVB / FREIE WÄHLER;186;24,3 %;-;79;10,3 %;-
FDP;6;0,8 %;-;6;0,8 %;-
Tierschutzpartei;-;-;-;18;2,3 %;-
Plus;-;-;-;14;1,8 %;-
BSW;-;-;-;133;17,3 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;5;0,7 %;-;-;-;-
EB Link;10;1,3 %;-;-;-;-
