Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;545;-;-;545;-;-
Ungültige Stimmen;6;1,1 %;-;1;0,2 %;-
Gültige Stimmen;539;98,9 %;-;544;99,8 %;-
SPD;135;25,0 %;-;155;28,5 %;-
AfD;111;20,6 %;-;91;16,7 %;-
CDU;137;25,4 %;-;87;16,0 %;-
GRÜNE/B 90;21;3,9 %;-;15;2,8 %;-
DIE LINKE;37;6,9 %;-;13;2,4 %;-
BVB / FREIE WÄHLER;95;17,6 %;-;29;5,3 %;-
FDP;3;0,6 %;-;4;0,7 %;-
Tierschutzpartei;-;-;-;10;1,8 %;-
Plus;-;-;-;3;0,6 %;-
BSW;-;-;-;134;24,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;1;0,2 %;-
