Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.083;-;-;1.083;-;-
Wählende;534;49,3 %;-;534.0;49,3 %;-
Ungültige Stimmen;4;0,7 %;-;2.0;0,4 %;-
Gültige Stimmen;530;99,3 %;-;532.0;99,6 %;-
SPD;203;38,3 %;-;194.0;36,5 %;-
AfD;155;29,2 %;-;145.0;27,3 %;-
CDU;114;21,5 %;-;92.0;17,3 %;-
GRÜNE/B 90;13;2,5 %;-;18.0;3,4 %;-
DIE LINKE;12;2,3 %;-;12.0;2,3 %;-
BVB / FREIE WÄHLER;11;2,1 %;-;10.0;1,9 %;-
FDP;12;2,3 %;-;7.0;1,3 %;-
Tierschutzpartei;-;-;-;11.0;2,1 %;-
Plus;10;1,9 %;-;5.0;0,9 %;-
BSW;-;-;-;35.0;6,6 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;2.0;0,4 %;-
