Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.248;-;-;1.248;-;-
Wählende;619;49,6 %;-;619;49,6 %;-
Ungültige Stimmen;55;8,9 %;-;12;1,9 %;-
Gültige Stimmen;564;91,1 %;-;607;98,1 %;-
SPD;246;43,6 %;-;209;34,4 %;-
AfD;-;-;-;227;37,4 %;-
CDU;75;13,3 %;-;28;4,6 %;-
GRÜNE/B 90;6;1,1 %;-;18;3,0 %;-
DIE LINKE;57;10,1 %;-;24;4,0 %;-
BVB / FREIE WÄHLER;72;12,8 %;-;5;0,8 %;-
FDP;15;2,7 %;-;3;0,5 %;-
Tierschutzpartei;-;-;-;11;1,8 %;-
Plus;-;-;-;3;0,5 %;-
BSW;-;-;-;77;12,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;93;16,5 %;-;-;-;-
