Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;193;-;-;193;-;-
Wählende;113;58,5 %;-;113;58,5 %;-
Ungültige Stimmen;3;2,7 %;-;3;2,7 %;-
Gültige Stimmen;110;97,3 %;-;110;97,3 %;-
SPD;29;26,4 %;-;26;23,6 %;-
AfD;44;40,0 %;-;40;36,4 %;-
CDU;11;10,0 %;-;11;10,0 %;-
GRÜNE/B 90;1;0,9 %;-;5;4,5 %;-
DIE LINKE;2;1,8 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;21;19,1 %;-;3;2,7 %;-
FDP;1;0,9 %;-;1;0,9 %;-
Tierschutzpartei;-;-;-;1;0,9 %;-
Plus;1;0,9 %;-;2;1,8 %;-
BSW;-;-;-;21;19,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
