Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;703;-;-;703;-;-
Wählende;354;50,4 %;-;354;50,4 %;-
Ungültige Stimmen;0;0,0 %;-;1;0,3 %;-
Gültige Stimmen;354;100,0 %;-;353;99,7 %;-
SPD;131;37,0 %;-;130;36,8 %;-
AfD;129;36,4 %;-;121;34,3 %;-
CDU;57;16,1 %;-;43;12,2 %;-
GRÜNE/B 90;10;2,8 %;-;7;2,0 %;-
DIE LINKE;12;3,4 %;-;4;1,1 %;-
BVB / FREIE WÄHLER;14;4,0 %;-;5;1,4 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;16;4,5 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;23;6,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;0;0,0 %;-
