Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.444;-;-;1.444;-;-
Ungültige Stimmen;15;1,0 %;-;7.0;0,5 %;-
Gültige Stimmen;1.429;99,0 %;-;1.437;99,5 %;-
SPD;442;30,9 %;-;410.0;28,5 %;-
AfD;301;21,1 %;-;258.0;18,0 %;-
CDU;414;29,0 %;-;272.0;18,9 %;-
GRÜNE/B 90;53;3,7 %;-;65.0;4,5 %;-
DIE LINKE;67;4,7 %;-;37.0;2,6 %;-
BVB / FREIE WÄHLER;69;4,8 %;-;38.0;2,6 %;-
FDP;29;2,0 %;-;21.0;1,5 %;-
Tierschutzpartei;-;-;-;44.0;3,1 %;-
Plus;44;3,1 %;-;28.0;1,9 %;-
BSW;-;-;-;251.0;17,5 %;-
III. Weg;10;0,7 %;-;2.0;0,1 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,1 %;-
WU;-;-;-;9.0;0,6 %;-
