Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.415;-;-;1.415;-;-
Wählende;665;47,0 %;-;665.0;47,0 %;-
Ungültige Stimmen;10;1,5 %;-;5.0;0,8 %;-
Gültige Stimmen;655;98,5 %;-;660.0;99,2 %;-
SPD;236;36,0 %;-;193.0;29,2 %;-
AfD;187;28,5 %;-;171.0;25,9 %;-
CDU;119;18,2 %;-;108.0;16,4 %;-
GRÜNE/B 90;16;2,4 %;-;37.0;5,6 %;-
DIE LINKE;38;5,8 %;-;27.0;4,1 %;-
BVB / FREIE WÄHLER;44;6,7 %;-;19.0;2,9 %;-
FDP;15;2,3 %;-;11.0;1,7 %;-
Tierschutzpartei;-;-;-;7.0;1,1 %;-
Plus;-;-;-;5.0;0,8 %;-
BSW;-;-;-;77.0;11,7 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;4.0;0,6 %;-
WU;-;-;-;1.0;0,2 %;-
