Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;157;-;-;157;-;-
Wählende;91;58,0 %;-;91;58,0 %;-
Ungültige Stimmen;4;4,4 %;-;4;4,4 %;-
Gültige Stimmen;87;95,6 %;-;87;95,6 %;-
SPD;45;51,7 %;-;26;29,9 %;-
AfD;31;35,6 %;-;27;31,0 %;-
CDU;8;9,2 %;-;9;10,3 %;-
GRÜNE/B 90;1;1,1 %;-;7;8,0 %;-
DIE LINKE;1;1,1 %;-;3;3,4 %;-
BVB / FREIE WÄHLER;1;1,1 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;14;16,1 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;1,1 %;-
