Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;442;-;-;442;-;-
Wählende;281;63,6 %;-;281;63,6 %;-
Ungültige Stimmen;5;1,8 %;-;4;1,4 %;-
Gültige Stimmen;276;98,2 %;-;277;98,6 %;-
SPD;92;33,3 %;-;74;26,7 %;-
AfD;105;38,0 %;-;93;33,6 %;-
CDU;42;15,2 %;-;37;13,4 %;-
GRÜNE/B 90;4;1,4 %;-;12;4,3 %;-
DIE LINKE;9;3,3 %;-;3;1,1 %;-
BVB / FREIE WÄHLER;17;6,2 %;-;4;1,4 %;-
FDP;3;1,1 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;7;2,5 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;42;15,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;1,4 %;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
