Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;563;-;-;563;-;-
Ungültige Stimmen;6;1,1 %;-;2;0,4 %;-
Gültige Stimmen;557;98,9 %;-;561;99,6 %;-
SPD;162;29,1 %;-;174;31,0 %;-
AfD;98;17,6 %;-;88;15,7 %;-
CDU;93;16,7 %;-;84;15,0 %;-
GRÜNE/B 90;17;3,1 %;-;26;4,6 %;-
DIE LINKE;31;5,6 %;-;15;2,7 %;-
BVB / FREIE WÄHLER;116;20,8 %;-;28;5,0 %;-
FDP;14;2,5 %;-;7;1,2 %;-
Tierschutzpartei;-;-;-;9;1,6 %;-
Plus;-;-;-;4;0,7 %;-
BSW;-;-;-;119;21,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;26;4,7 %;-;6;1,1 %;-
WU;-;-;-;1;0,2 %;-
