Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;156;-;-;156;-;-
Wählende;93;59,6 %;-;93;59,6 %;-
Ungültige Stimmen;1;1,1 %;-;1;1,1 %;-
Gültige Stimmen;92;98,9 %;-;92;98,9 %;-
SPD;28;30,4 %;-;26;28,3 %;-
AfD;36;39,1 %;-;33;35,9 %;-
CDU;14;15,2 %;-;9;9,8 %;-
GRÜNE/B 90;1;1,1 %;-;0;0,0 %;-
DIE LINKE;4;4,3 %;-;1;1,1 %;-
BVB / FREIE WÄHLER;7;7,6 %;-;7;7,6 %;-
FDP;2;2,2 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;15;16,3 %;-
III. Weg;-;-;-;1;1,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
