Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;591;-;-;591;-;-
Ungültige Stimmen;4;0,7 %;-;0;0,0 %;-
Gültige Stimmen;587;99,3 %;-;591;100,0 %;-
SPD;191;32,5 %;-;192;32,5 %;-
AfD;143;24,4 %;-;125;21,2 %;-
CDU;129;22,0 %;-;88;14,9 %;-
GRÜNE/B 90;19;3,2 %;-;23;3,9 %;-
DIE LINKE;33;5,6 %;-;16;2,7 %;-
BVB / FREIE WÄHLER;47;8,0 %;-;17;2,9 %;-
FDP;6;1,0 %;-;4;0,7 %;-
Tierschutzpartei;-;-;-;12;2,0 %;-
Plus;-;-;-;5;0,8 %;-
BSW;-;-;-;105;17,8 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;9;1,5 %;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;1;0,2 %;-
EB Schamberger;10;1,7 %;-;-;-;-
