Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;655;-;-;655;-;-
Wählende;277;42,3 %;-;277;42,3 %;-
Ungültige Stimmen;3;1,1 %;-;3;1,1 %;-
Gültige Stimmen;274;98,9 %;-;274;98,9 %;-
SPD;94;34,3 %;-;88;32,1 %;-
AfD;92;33,6 %;-;89;32,5 %;-
CDU;60;21,9 %;-;54;19,7 %;-
GRÜNE/B 90;7;2,6 %;-;14;5,1 %;-
DIE LINKE;5;1,8 %;-;3;1,1 %;-
BVB / FREIE WÄHLER;11;4,0 %;-;3;1,1 %;-
FDP;5;1,8 %;-;4;1,5 %;-
Tierschutzpartei;-;-;-;5;1,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;13;4,7 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
