Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;92;-;-;92;-;-
Wählende;50;54,3 %;-;50;54,3 %;-
Ungültige Stimmen;2;4,0 %;-;3;6,0 %;-
Gültige Stimmen;48;96,0 %;-;47;94,0 %;-
SPD;17;35,4 %;-;13;27,7 %;-
AfD;16;33,3 %;-;14;29,8 %;-
CDU;10;20,8 %;-;7;14,9 %;-
GRÜNE/B 90;0;0,0 %;-;7;14,9 %;-
DIE LINKE;4;8,3 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;0;0,0 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;1;2,1 %;-;1;2,1 %;-
BSW;-;-;-;5;10,6 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
