Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;631;-;-;631;-;-
Ungültige Stimmen;6;1,0 %;-;2;0,3 %;-
Gültige Stimmen;625;99,0 %;-;629;99,7 %;-
SPD;209;33,4 %;-;208;33,1 %;-
AfD;154;24,6 %;-;128;20,3 %;-
CDU;99;15,8 %;-;77;12,2 %;-
GRÜNE/B 90;10;1,6 %;-;6;1,0 %;-
DIE LINKE;44;7,0 %;-;19;3,0 %;-
BVB / FREIE WÄHLER;53;8,5 %;-;17;2,7 %;-
FDP;17;2,7 %;-;7;1,1 %;-
Tierschutzpartei;-;-;-;8;1,3 %;-
Plus;8;1,3 %;-;3;0,5 %;-
BSW;-;-;-;146;23,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;4;0,6 %;-
WU;-;-;-;5;0,8 %;-
EB Gliese;31;5,0 %;-;-;-;-
