Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;368;-;-;368;-;-
Wählende;232;63,0 %;-;232;63,0 %;-
Ungültige Stimmen;8;3,4 %;-;5;2,2 %;-
Gültige Stimmen;224;96,6 %;-;227;97,8 %;-
SPD;57;25,4 %;-;50;22,0 %;-
AfD;114;50,9 %;-;104;45,8 %;-
CDU;17;7,6 %;-;12;5,3 %;-
GRÜNE/B 90;3;1,3 %;-;6;2,6 %;-
DIE LINKE;8;3,6 %;-;4;1,8 %;-
BVB / FREIE WÄHLER;22;9,8 %;-;8;3,5 %;-
FDP;3;1,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;1,3 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;35;15,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;3;1,3 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
