Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;458;-;-;458;-;-
Wählende;277;60,5 %;+126;277;60,5 %;+126
Ungültige Stimmen;6;2,2 %;+04;7;2,5 %;+09
Gültige Stimmen;271;97,8 %;-04;270;97,5 %;-09
SPD;56;20,7 %;-25;68;25,2 %;-31
AfD;116;42,8 %;+187;113;41,9 %;+165
CDU;52;19,2 %;-69;26;9,6 %;-74
GRÜNE/B 90;1;0,4 %;-58;2;0,7 %;-54
DIE LINKE;-;-;-91;2;0,7 %;-88
BVB / FREIE WÄHLER;42;15,5 %;+70;7;2,6 %;-28
FDP;4;1,5 %;-14;2;0,7 %;-28
Tierschutzpartei;-;-;-;7;2,6 %;-02
Plus;-;-;-;0;0,0 %;-15
BSW;-;-;-;43;15,9 %;+159
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
