Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;21.653;-;-;21.653;-;-
Wählende;15.918;73,5 %;+95;15.918;73,5 %;+95
Ungültige Stimmen;175;1,1 %;+02;108.0;0,7 %;-01
Gültige Stimmen;15.743;98,9 %;-02;15.81;99,3 %;+01
SPD;6.432;40,9 %;+117;5.896;37,3 %;+91
AfD;3.171;20,1 %;+62;2.846;18,0 %;+34
CDU;2.879;18,3 %;+33;2.645;16,7 %;+19
GRÜNE/B 90;1.081;6,9 %;-107;1.234;7,8 %;-110
DIE LINKE;513;3,3 %;-34;391.0;2,5 %;-39
BVB / FREIE WÄHLER;745;4,7 %;-39;303.0;1,9 %;-35
FDP;602;3,8 %;-53;353.0;2,2 %;-56
Tierschutzpartei;-;-;-;397.0;2,5 %;+01
Plus;320;2,0 %;+20;194.0;1,2 %;-02
BSW;-;-;-;1.471;9,3 %;+93
III. Weg;-;-;-;7.0;0,0 %;+00
DKP;-;-;-;5.0;0,0 %;+00
DLW;-;-;-;30.0;0,2 %;+02
WU;-;-;-;38.0;0,2 %;+02
