Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;370;-;-;370;-;-
Wählende;216;58,4 %;-;216;58,4 %;-
Ungültige Stimmen;3;1,4 %;-;2;0,9 %;-
Gültige Stimmen;213;98,6 %;-;214;99,1 %;-
SPD;48;22,5 %;-;44;20,6 %;-
AfD;117;54,9 %;-;107;50,0 %;-
CDU;25;11,7 %;-;14;6,5 %;-
GRÜNE/B 90;1;0,5 %;-;2;0,9 %;-
DIE LINKE;6;2,8 %;-;1;0,5 %;-
BVB / FREIE WÄHLER;15;7,0 %;-;4;1,9 %;-
FDP;1;0,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;1,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;36;16,8 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;1;0,5 %;-
DLW;-;-;-;1;0,5 %;-
WU;-;-;-;0;0,0 %;-
