Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;104;-;-;104;-;-
Wählende;54;51,9 %;-;54;51,9 %;-
Ungültige Stimmen;2;3,7 %;-;1;1,9 %;-
Gültige Stimmen;52;96,3 %;-;53;98,1 %;-
SPD;19;36,5 %;-;18;34,0 %;-
AfD;23;44,2 %;-;22;41,5 %;-
CDU;5;9,6 %;-;2;3,8 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;1;1,9 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;2;3,8 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;11;20,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;3,8 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
