Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;443;-;-;443;-;-
Wählende;240;54,2 %;+05;240;54,2 %;+05
Ungültige Stimmen;9;3,8 %;+29;7;2,9 %;+21
Gültige Stimmen;231;96,2 %;-29;233;97,1 %;-21
SPD;53;22,9 %;+27;52;22,3 %;+00
AfD;106;45,9 %;+132;101;43,3 %;+70
CDU;51;22,1 %;+06;31;13,3 %;-61
GRÜNE/B 90;0;0,0 %;-74;1;0,4 %;-58
DIE LINKE;4;1,7 %;-69;2;0,9 %;-62
BVB / FREIE WÄHLER;15;6,5 %;+15;10;4,3 %;+14
FDP;2;0,9 %;-37;1;0,4 %;-21
Tierschutzpartei;-;-;-;6;2,6 %;-03
Plus;-;-;-;1;0,4 %;+00
BSW;-;-;-;26;11,2 %;+112
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;2;0,9 %;+09
