Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;914;-;-;914;-;-
Wählende;429;46,9 %;-;429;46,9 %;-
Ungültige Stimmen;5;1,2 %;-;7;1,6 %;-
Gültige Stimmen;424;98,8 %;-;422;98,4 %;-
SPD;130;30,7 %;-;117;27,7 %;-
AfD;138;32,5 %;-;126;29,9 %;-
CDU;79;18,6 %;-;61;14,5 %;-
GRÜNE/B 90;5;1,2 %;-;18;4,3 %;-
DIE LINKE;25;5,9 %;-;15;3,6 %;-
BVB / FREIE WÄHLER;35;8,3 %;-;22;5,2 %;-
FDP;3;0,7 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;11;2,6 %;-
Plus;9;2,1 %;-;3;0,7 %;-
BSW;-;-;-;45;10,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,7 %;-
