Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;545;-;-;545;-;-
Wählende;330;60,6 %;-;330;60,6 %;-
Ungültige Stimmen;2;0,6 %;-;1;0,3 %;-
Gültige Stimmen;328;99,4 %;-;329;99,7 %;-
SPD;109;33,2 %;-;95;28,9 %;-
AfD;146;44,5 %;-;130;39,5 %;-
CDU;46;14,0 %;-;42;12,8 %;-
GRÜNE/B 90;1;0,3 %;-;5;1,5 %;-
DIE LINKE;5;1,5 %;-;2;0,6 %;-
BVB / FREIE WÄHLER;16;4,9 %;-;3;0,9 %;-
FDP;4;1,2 %;-;4;1,2 %;-
Tierschutzpartei;-;-;-;5;1,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;39;11,9 %;-
III. Weg;1;0,3 %;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;1;0,3 %;-
