Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;755;-;-;755;-;-
Wählende;356;47,2 %;-;356;47,2 %;-
Ungültige Stimmen;4;1,1 %;-;2;0,6 %;-
Gültige Stimmen;352;98,9 %;-;354;99,4 %;-
SPD;137;38,9 %;-;132;37,3 %;-
AfD;75;21,3 %;-;76;21,5 %;-
CDU;96;27,3 %;-;70;19,8 %;-
GRÜNE/B 90;12;3,4 %;-;18;5,1 %;-
DIE LINKE;9;2,6 %;-;6;1,7 %;-
BVB / FREIE WÄHLER;12;3,4 %;-;3;0,8 %;-
FDP;11;3,1 %;-;10;2,8 %;-
Tierschutzpartei;-;-;-;12;3,4 %;-
Plus;-;-;-;4;1,1 %;-
BSW;-;-;-;18;5,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;3;0,8 %;-
