Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;438;-;-;438;-;-
Wählende;245;55,9 %;-;245;55,9 %;-
Ungültige Stimmen;6;2,4 %;-;6;2,4 %;-
Gültige Stimmen;239;97,6 %;-;239;97,6 %;-
SPD;75;31,4 %;-;55;23,0 %;-
AfD;109;45,6 %;-;103;43,1 %;-
CDU;34;14,2 %;-;33;13,8 %;-
GRÜNE/B 90;2;0,8 %;-;10;4,2 %;-
DIE LINKE;6;2,5 %;-;6;2,5 %;-
BVB / FREIE WÄHLER;12;5,0 %;-;7;2,9 %;-
FDP;1;0,4 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;23;9,6 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
