Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.076;-;-;1.076;-;-
Wählende;628;58,4 %;-;628.0;58,4 %;-
Ungültige Stimmen;4;0,6 %;-;5.0;0,8 %;-
Gültige Stimmen;624;99,4 %;-;623.0;99,2 %;-
SPD;212;34,0 %;-;204.0;32,7 %;-
AfD;219;35,1 %;-;195.0;31,3 %;-
CDU;91;14,6 %;-;84.0;13,5 %;-
GRÜNE/B 90;18;2,9 %;-;24.0;3,9 %;-
DIE LINKE;31;5,0 %;-;17.0;2,7 %;-
BVB / FREIE WÄHLER;39;6,2 %;-;14.0;2,2 %;-
FDP;8;1,3 %;-;7.0;1,1 %;-
Tierschutzpartei;-;-;-;10.0;1,6 %;-
Plus;-;-;-;7.0;1,1 %;-
BSW;-;-;-;55.0;8,8 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;6;1,0 %;-;4.0;0,6 %;-
WU;-;-;-;2.0;0,3 %;-
