Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;358;-;-;358;-;-
Ungültige Stimmen;2;0,6 %;-;1;0,3 %;-
Gültige Stimmen;356;99,4 %;-;357;99,7 %;-
SPD;155;43,5 %;-;147;41,2 %;-
AfD;73;20,5 %;-;55;15,4 %;-
CDU;84;23,6 %;-;62;17,4 %;-
GRÜNE/B 90;2;0,6 %;-;4;1,1 %;-
DIE LINKE;13;3,7 %;-;8;2,2 %;-
BVB / FREIE WÄHLER;26;7,3 %;-;5;1,4 %;-
FDP;3;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;1,7 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;67;18,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
