Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;3.998;-;-;3.998;-;-
Wählende;2.881;72,1 %;+124;2.881;72,1 %;+124
Ungültige Stimmen;39;1,4 %;+05;27;0,9 %;+02
Gültige Stimmen;2.842;98,6 %;-05;2.854;99,1 %;-02
SPD;1.039;36,6 %;+60;832;29,2 %;+05
AfD;1.100;38,7 %;+136;1.008;35,3 %;+99
CDU;383;13,5 %;-35;356;12,5 %;-44
GRÜNE/B 90;46;1,6 %;-52;59;2,1 %;-52
DIE LINKE;98;3,4 %;-71;65;2,3 %;-79
BVB / FREIE WÄHLER;101;3,6 %;-38;50;1,8 %;-35
FDP;21;0,7 %;-19;13;0,5 %;-33
Tierschutzpartei;-;-;-;29;1,0 %;-07
Plus;24;0,8 %;+08;16;0,6 %;-04
BSW;-;-;-;401;14,1 %;+141
III. Weg;10;0,4 %;+04;5;0,2 %;+02
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;17;0,6 %;+06
WU;-;-;-;3;0,1 %;+01
EB Mießner;20;0,7 %;+07;-;-;-
