Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;787;-;-;787;-;-
Wählende;322;40,9 %;-;322;40,9 %;-
Ungültige Stimmen;1;0,3 %;-;1;0,3 %;-
Gültige Stimmen;321;99,7 %;-;321;99,7 %;-
SPD;113;35,2 %;-;102;31,8 %;-
AfD;125;38,9 %;-;113;35,2 %;-
CDU;43;13,4 %;-;28;8,7 %;-
GRÜNE/B 90;2;0,6 %;-;10;3,1 %;-
DIE LINKE;22;6,9 %;-;14;4,4 %;-
BVB / FREIE WÄHLER;10;3,1 %;-;1;0,3 %;-
FDP;2;0,6 %;-;3;0,9 %;-
Tierschutzpartei;-;-;-;8;2,5 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;38;11,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;1,2 %;-;2;0,6 %;-
WU;-;-;-;1;0,3 %;-
