Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;352;-;-;352;-;-
Ungültige Stimmen;3;0,9 %;-;0;0,0 %;-
Gültige Stimmen;349;99,1 %;-;352;100,0 %;-
SPD;159;45,6 %;-;115;32,7 %;-
AfD;116;33,2 %;-;100;28,4 %;-
CDU;32;9,2 %;-;36;10,2 %;-
GRÜNE/B 90;5;1,4 %;-;7;2,0 %;-
DIE LINKE;12;3,4 %;-;11;3,1 %;-
BVB / FREIE WÄHLER;20;5,7 %;-;10;2,8 %;-
FDP;2;0,6 %;-;3;0,9 %;-
Tierschutzpartei;-;-;-;2;0,6 %;-
Plus;-;-;-;7;2,0 %;-
BSW;-;-;-;59;16,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;0;0,0 %;-
Die PARTEI;3;0,9 %;-;-;-;-
