Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;986;-;-;986;-;-
Wählende;462;46,9 %;-;462;46,9 %;-
Ungültige Stimmen;7;1,5 %;-;10;2,2 %;-
Gültige Stimmen;455;98,5 %;-;452;97,8 %;-
SPD;111;24,4 %;-;106;23,5 %;-
AfD;255;56,0 %;-;235;52,0 %;-
CDU;62;13,6 %;-;36;8,0 %;-
GRÜNE/B 90;2;0,4 %;-;2;0,4 %;-
DIE LINKE;8;1,8 %;-;5;1,1 %;-
BVB / FREIE WÄHLER;6;1,3 %;-;4;0,9 %;-
FDP;1;0,2 %;-;1;0,2 %;-
Tierschutzpartei;10;2,2 %;-;7;1,5 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;50;11,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;3;0,7 %;-
