Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;246;-;-;246;-;-
Wählende;151;61,4 %;-;151;61,4 %;-
Ungültige Stimmen;2;1,3 %;-;0;0,0 %;-
Gültige Stimmen;149;98,7 %;-;151;100,0 %;-
SPD;49;32,9 %;-;41;27,2 %;-
AfD;53;35,6 %;-;48;31,8 %;-
CDU;17;11,4 %;-;16;10,6 %;-
GRÜNE/B 90;9;6,0 %;-;13;8,6 %;-
DIE LINKE;3;2,0 %;-;2;1,3 %;-
BVB / FREIE WÄHLER;15;10,1 %;-;6;4,0 %;-
FDP;1;0,7 %;-;1;0,7 %;-
Tierschutzpartei;2;1,3 %;-;1;0,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;23;15,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
