Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;94;-;-;94;-;-
Wählende;60;63,8 %;+128;60;63,8 %;+128
Ungültige Stimmen;2;3,3 %;+33;1;1,7 %;+17
Gültige Stimmen;58;96,7 %;-33;59;98,3 %;-17
SPD;24;41,4 %;+147;23;39,0 %;+99
AfD;24;41,4 %;+144;16;27,1 %;-05
CDU;3;5,2 %;-52;3;5,1 %;-47
GRÜNE/B 90;1;1,7 %;-116;2;3,4 %;-97
DIE LINKE;1;1,7 %;-119;2;3,4 %;-82
BVB / FREIE WÄHLER;2;3,4 %;-13;1;1,7 %;-22
FDP;0;0,0 %;-27;0;0,0 %;-15
Tierschutzpartei;3;5,2 %;+52;3;5,1 %;+42
Plus;-;-;-12;0;0,0 %;-27
BSW;-;-;-;9;15,3 %;+153
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
