Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;150;-;-;150;-;-
Wählende;93;62,0 %;-;93;62,0 %;-
Ungültige Stimmen;1;1,1 %;-;0;0,0 %;-
Gültige Stimmen;92;98,9 %;-;93;100,0 %;-
SPD;31;33,7 %;-;22;23,7 %;-
AfD;33;35,9 %;-;33;35,5 %;-
CDU;12;13,0 %;-;8;8,6 %;-
GRÜNE/B 90;0;0,0 %;-;2;2,2 %;-
DIE LINKE;6;6,5 %;-;3;3,2 %;-
BVB / FREIE WÄHLER;10;10,9 %;-;5;5,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;20;21,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
