Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.347;-;-;1.347;-;-
Wählende;668;49,6 %;-;668.0;49,6 %;-
Ungültige Stimmen;7;1,0 %;-;2.0;0,3 %;-
Gültige Stimmen;661;99,0 %;-;666.0;99,7 %;-
SPD;216;32,7 %;-;202.0;30,3 %;-
AfD;222;33,6 %;-;193.0;29,0 %;-
CDU;95;14,4 %;-;79.0;11,9 %;-
GRÜNE/B 90;16;2,4 %;-;18.0;2,7 %;-
DIE LINKE;33;5,0 %;-;20.0;3,0 %;-
BVB / FREIE WÄHLER;64;9,7 %;-;18.0;2,7 %;-
FDP;8;1,2 %;-;6.0;0,9 %;-
Tierschutzpartei;-;-;-;6.0;0,9 %;-
Plus;7;1,1 %;-;3.0;0,5 %;-
BSW;-;-;-;117.0;17,6 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;1.0;0,2 %;-
