Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;866;-;-;866;-;-
Wählende;385;44,5 %;-;385;44,5 %;-
Ungültige Stimmen;9;2,3 %;-;6;1,6 %;-
Gültige Stimmen;376;97,7 %;-;379;98,4 %;-
SPD;129;34,3 %;-;114;30,1 %;-
AfD;168;44,7 %;-;168;44,3 %;-
CDU;35;9,3 %;-;26;6,9 %;-
GRÜNE/B 90;4;1,1 %;-;7;1,8 %;-
DIE LINKE;25;6,6 %;-;23;6,1 %;-
BVB / FREIE WÄHLER;12;3,2 %;-;5;1,3 %;-
FDP;1;0,3 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;3;0,8 %;-
Plus;-;-;-;3;0,8 %;-
BSW;-;-;-;25;6,6 %;-
III. Weg;-;-;-;3;0,8 %;-
DKP;-;-;-;1;0,3 %;-
DLW;2;0,5 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
