Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;978;-;-;978;-;-
Wählende;409;41,8 %;-;409;41,8 %;-
Ungültige Stimmen;6;1,5 %;-;2;0,5 %;-
Gültige Stimmen;403;98,5 %;-;407;99,5 %;-
SPD;157;39,0 %;-;134;32,9 %;-
AfD;104;25,8 %;-;97;23,8 %;-
CDU;84;20,8 %;-;66;16,2 %;-
GRÜNE/B 90;11;2,7 %;-;30;7,4 %;-
DIE LINKE;15;3,7 %;-;13;3,2 %;-
BVB / FREIE WÄHLER;16;4,0 %;-;5;1,2 %;-
FDP;10;2,5 %;-;8;2,0 %;-
Tierschutzpartei;-;-;-;10;2,5 %;-
Plus;6;1,5 %;-;5;1,2 %;-
BSW;-;-;-;36;8,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;2;0,5 %;-
