Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.469;-;-;1.469;-;-
Ungültige Stimmen;14;1,0 %;-;4.0;0,3 %;-
Gültige Stimmen;1.455;99,0 %;-;1.465;99,7 %;-
SPD;555;38,1 %;-;542.0;37,0 %;-
AfD;165;11,3 %;-;130.0;8,9 %;-
CDU;360;24,7 %;-;331.0;22,6 %;-
GRÜNE/B 90;175;12,0 %;-;164.0;11,2 %;-
DIE LINKE;39;2,7 %;-;23.0;1,6 %;-
BVB / FREIE WÄHLER;76;5,2 %;-;37.0;2,5 %;-
FDP;59;4,1 %;-;39.0;2,7 %;-
Tierschutzpartei;-;-;-;33.0;2,3 %;-
Plus;26;1,8 %;-;16.0;1,1 %;-
BSW;-;-;-;140.0;9,6 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;-;-;-;3.0;0,2 %;-
WU;-;-;-;6.0;0,4 %;-
