Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.007;-;-;1.007;-;-
Wählende;532;52,8 %;-;532.0;52,8 %;-
Ungültige Stimmen;7;1,3 %;-;4.0;0,8 %;-
Gültige Stimmen;525;98,7 %;-;528.0;99,2 %;-
SPD;143;27,2 %;-;139.0;26,3 %;-
AfD;240;45,7 %;-;219.0;41,5 %;-
CDU;69;13,1 %;-;43.0;8,1 %;-
GRÜNE/B 90;14;2,7 %;-;18.0;3,4 %;-
DIE LINKE;21;4,0 %;-;15.0;2,8 %;-
BVB / FREIE WÄHLER;35;6,7 %;-;13.0;2,5 %;-
FDP;3;0,6 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;13.0;2,5 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;59.0;11,2 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;3.0;0,6 %;-
