Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;712;-;-;712;-;-
Wählende;412;57,9 %;-;412;57,9 %;-
Ungültige Stimmen;3;0,7 %;-;6;1,5 %;-
Gültige Stimmen;409;99,3 %;-;406;98,5 %;-
SPD;104;25,4 %;-;108;26,6 %;-
AfD;185;45,2 %;-;179;44,1 %;-
CDU;66;16,1 %;-;44;10,8 %;-
GRÜNE/B 90;4;1,0 %;-;2;0,5 %;-
DIE LINKE;-;-;-;8;2,0 %;-
BVB / FREIE WÄHLER;48;11,7 %;-;21;5,2 %;-
FDP;2;0,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;1,0 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;33;8,1 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;1;0,2 %;-
