Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.878;-;-;1.878;-;-
Wählende;962;51,2 %;+47;962.0;51,2 %;+47
Ungültige Stimmen;14;1,5 %;-01;9.0;0,9 %;-02
Gültige Stimmen;948;98,5 %;+01;953.0;99,1 %;+02
SPD;236;24,9 %;+91;211.0;22,1 %;+19
AfD;471;49,7 %;+211;428.0;44,9 %;+144
CDU;102;10,8 %;+21;61.0;6,4 %;-55
GRÜNE/B 90;20;2,1 %;-32;21.0;2,2 %;-55
DIE LINKE;45;4,7 %;-158;17.0;1,8 %;-108
BVB / FREIE WÄHLER;60;6,3 %;-125;22.0;2,3 %;-80
FDP;14;1,5 %;-07;10.0;1,0 %;-22
Tierschutzpartei;-;-;-;11.0;1,2 %;-09
Plus;-;-;-;5.0;0,5 %;-07
BSW;-;-;-;154.0;16,2 %;+162
III. Weg;-;-;-;1.0;0,1 %;+01
DKP;-;-;-;2.0;0,2 %;+02
DLW;-;-;-;9.0;0,9 %;+09
WU;-;-;-;1.0;0,1 %;+01
