Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;100;-;-;100;-;-
Wählende;63;63,0 %;-;63;63,0 %;-
Ungültige Stimmen;1;1,6 %;-;1;1,6 %;-
Gültige Stimmen;62;98,4 %;-;62;98,4 %;-
SPD;24;38,7 %;-;17;27,4 %;-
AfD;20;32,3 %;-;19;30,6 %;-
CDU;10;16,1 %;-;9;14,5 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,6 %;-
DIE LINKE;2;3,2 %;-;2;3,2 %;-
BVB / FREIE WÄHLER;5;8,1 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;1;1,6 %;-;2;3,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;12;19,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
