Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;237;-;-;237;-;-
Wählende;145;61,2 %;-;145;61,2 %;-
Ungültige Stimmen;4;2,8 %;-;5;3,4 %;-
Gültige Stimmen;141;97,2 %;-;140;96,6 %;-
SPD;39;27,7 %;-;38;27,1 %;-
AfD;65;46,1 %;-;59;42,1 %;-
CDU;19;13,5 %;-;10;7,1 %;-
GRÜNE/B 90;0;0,0 %;-;2;1,4 %;-
DIE LINKE;5;3,5 %;-;2;1,4 %;-
BVB / FREIE WÄHLER;12;8,5 %;-;5;3,6 %;-
FDP;1;0,7 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;1;0,7 %;-
Plus;-;-;-;1;0,7 %;-
BSW;-;-;-;19;13,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,4 %;-
WU;-;-;-;0;0,0 %;-
