Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;745;-;-;745;-;-
Wählende;376;50,5 %;-;376;50,5 %;-
Ungültige Stimmen;7;1,9 %;-;2;0,5 %;-
Gültige Stimmen;369;98,1 %;-;374;99,5 %;-
SPD;131;35,5 %;-;126;33,7 %;-
AfD;105;28,5 %;-;102;27,3 %;-
CDU;73;19,8 %;-;42;11,2 %;-
GRÜNE/B 90;7;1,9 %;-;13;3,5 %;-
DIE LINKE;28;7,6 %;-;16;4,3 %;-
BVB / FREIE WÄHLER;20;5,4 %;-;11;2,9 %;-
FDP;5;1,4 %;-;7;1,9 %;-
Tierschutzpartei;-;-;-;8;2,1 %;-
Plus;-;-;-;8;2,1 %;-
BSW;-;-;-;38;10,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;1;0,3 %;-
