Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;739;-;-;739;-;-
Ungültige Stimmen;3;0,4 %;-10;2;0,3 %;-09
Gültige Stimmen;736;99,6 %;+10;737;99,7 %;+09
SPD;181;24,6 %;+64;221;30,0 %;+50
AfD;130;17,7 %;-08;127;17,2 %;-16
CDU;130;17,7 %;-10;138;18,7 %;+13
GRÜNE/B 90;25;3,4 %;-95;21;2,8 %;-90
DIE LINKE;37;5,0 %;-54;17;2,3 %;-74
BVB / FREIE WÄHLER;208;28,3 %;+95;70;9,5 %;+09
FDP;7;1,0 %;-16;4;0,5 %;-21
Tierschutzpartei;-;-;-;21;2,8 %;-17
Plus;18;2,4 %;+24;12;1,6 %;+03
BSW;-;-;-;102;13,8 %;+138
III. Weg;-;-;-;1;0,1 %;+01
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;0,4 %;+04
WU;-;-;-;0;0,0 %;00
