Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;525;-;-;525;-;-
Ungültige Stimmen;11;2,1 %;-;3;0,6 %;-
Gültige Stimmen;514;97,9 %;-;522;99,4 %;-
SPD;149;29,0 %;-;189;36,2 %;-
AfD;86;16,7 %;-;81;15,5 %;-
CDU;160;31,1 %;-;83;15,9 %;-
GRÜNE/B 90;15;2,9 %;-;13;2,5 %;-
DIE LINKE;-;-;-;15;2,9 %;-
BVB / FREIE WÄHLER;101;19,6 %;-;24;4,6 %;-
FDP;3;0,6 %;-;3;0,6 %;-
Tierschutzpartei;-;-;-;12;2,3 %;-
Plus;-;-;-;16;3,1 %;-
BSW;-;-;-;82;15,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;3;0,6 %;-
WU;-;-;-;0;0,0 %;-
