Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;132;-;-;132;-;-
Wählende;99;75,0 %;+135;99;75,0 %;+135
Ungültige Stimmen;3;3,0 %;+00;2;2,0 %;-03
Gültige Stimmen;96;97,0 %;-00;97;98,0 %;+03
SPD;41;42,7 %;+138;37;38,1 %;+87
AfD;43;44,8 %;+130;40;41,2 %;+98
CDU;7;7,3 %;-99;6;6,2 %;-90
GRÜNE/B 90;1;1,0 %;-52;0;0,0 %;-55
DIE LINKE;1;1,0 %;-58;1;1,0 %;-57
BVB / FREIE WÄHLER;3;3,1 %;-23;1;1,0 %;-26
FDP;0;0,0 %;-37;0;0,0 %;-43
Tierschutzpartei;-;-;-;2;2,1 %;-02
Plus;0;0,0 %;00;0;0,0 %;-13
BSW;-;-;-;10;10,3 %;+103
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;0;0,0 %;00;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
