Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;730;-;-;730;-;-
Wählende;446;61,1 %;-;446;61,1 %;-
Ungültige Stimmen;4;0,9 %;-;2;0,4 %;-
Gültige Stimmen;442;99,1 %;-;444;99,6 %;-
SPD;128;29,0 %;-;113;25,5 %;-
AfD;176;39,8 %;-;171;38,5 %;-
CDU;55;12,4 %;-;51;11,5 %;-
GRÜNE/B 90;11;2,5 %;-;14;3,2 %;-
DIE LINKE;13;2,9 %;-;7;1,6 %;-
BVB / FREIE WÄHLER;53;12,0 %;-;23;5,2 %;-
FDP;5;1,1 %;-;6;1,4 %;-
Tierschutzpartei;-;-;-;10;2,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;44;9,9 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;0;0,0 %;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;2;0,5 %;-
EB Schamberger;1;0,2 %;-;-;-;-
